순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,초밥이 빙글빙글 ,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2016,,9791158360245,77830,833.6,38,여자,영유아(0~5세),광주
2,당근 유치원 ,지은이: 안녕달,창비,2020,,9788936455484,77810,813.7,32,여자,영유아(0~5세),광주
3,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,,9788989863786,73830,833.6,28,여자,영유아(0~5세),광주
4,할머니의 여름휴가,안녕달,창비,2016,,9788936454951,77810,813.8,27,여자,영유아(0~5세),광주
4,고구마구마 ,지은이: 사이다,반달,2017,,9788956187372,77810,813.7,27,여자,영유아(0~5세),광주
4,지하 100층짜리 집 ,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,2011,,9788989863915,73830,833.6,27,여자,영유아(0~5세),광주
7,숟가락 ,글: 에이미 크루즈 로젠탈 ;옮긴이: 이승숙,지경사,2009,,9788931921519,77840,843,26,여자,영유아(0~5세),광주
7,깜박깜박 도깨비 ,글·그림: 권문희,사계절출판사,2014,,9788958287551,77810,813.5,26,여자,영유아(0~5세),광주
7,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9788966350278,74830,833.6,26,여자,영유아(0~5세),광주
10,고양이는 나만 따라 해:권윤덕 그림책,권윤덕 그림과 글,창비,2005,,9788936454104,77810,813.6,25,여자,영유아(0~5세),광주
10,뒷집 준범이 ,이혜란 지음,보림출판사,2011,,9788943308629,77810,813.7,25,여자,영유아(0~5세),광주
10,내 멋대로 공주,배빗 콜 글·그림;노은정 옮김,비룡소,2005,141,9788949111391,77840,843,25,여자,영유아(0~5세),광주
10,하늘 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2017,,9788966350759,74830,833.6,25,여자,영유아(0~5세),광주
10,알사탕 ,백희나,책읽는곰,2017,,9791158360375,77810,813.7,25,여자,영유아(0~5세),광주
15,"괜찮아, 천천히 도마뱀 ",글: 윤여림 ;그림: 김지안,웅진씽크빅,2019,,9788901230276,74810,813.7,24,여자,영유아(0~5세),광주
15,위를 봐요! ,정진호 지음,현암사,2014,,9788932373706,77810,813.7,24,여자,영유아(0~5세),광주
15,마일즈의 씽씽 자동차 ,존 버닝햄 글·그림 ;이상희 옮김,비룡소,2016,243,9788949112633,74800,843,24,여자,영유아(0~5세),광주
15,내 토끼가 또 사라졌어! ,지은이: 모 윌렘스 ;옮긴이: 정회성,살림출판사,2010,,9788952215376,77840,843,24,여자,영유아(0~5세),광주
15,엄마가 정말 좋아요 ,미야니시 다쓰야 글·그림 ;이기웅 옮김,길벗어린이,2015,,9788955823295,77830,833.6,24,여자,영유아(0~5세),광주
15,개구쟁이 해리 :꽃무늬 옷은 싫어요 ,G. 자이언 글 ;임정재 옮김,이퍼블릭,2011,,9788964805077,77840,843,24,여자,영유아(0~5세),광주
15,옛날 옛날에 파리 한 마리를 꿀꺽 삼킨 할머니가 살았는데요,심스 태백 지음;김정희 옮김,베틀 북,2000,,9788984880061,77840,843,24,여자,영유아(0~5세),광주
15,장수탕 선녀님 ,지은이: 백희나,책읽는곰,2012,,9788993242706,77810,813.7,24,여자,영유아(0~5세),광주
15,행복한 네모 이야기 ,"글, 그림: 마이클 홀 ;옮긴이: 글박스",상상박스,2012,,9788995640685,77800,375.1,24,여자,영유아(0~5세),광주
15,알레나의 채소밭 ,소피 비시에르 지음 ;김미정 옮김,단추,2017,,9791196175207,77860,863,24,여자,영유아(0~5세),광주
25,눈 오는 날의 기적 ,샘 어셔 글·그림 ;이상희 옮김,알에이치코리아,2016,,9788925558226,77840,843,23,여자,영유아(0~5세),광주
25,내 동생 싸게 팔아요,글: 임정자;그림: 김영수,대한교과서,2006,,9788937841668,74810,813.6,23,여자,영유아(0~5세),광주
25,누구 그림자 일까?,최숙희 글·그림,보림,2000,,9788943304249,77810,813.6,23,여자,영유아(0~5세),광주
25,머리끝에 오는 잠 :아기를 품고 어르며 재우는 노래 ,류형선 글·곡 ;노성빈 그림,보림출판사,2011,,9788943308643,78670,375.1,23,여자,영유아(0~5세),광주
25,할머니와 하얀 집 :이윤우 그림책 ,지은이: 이윤우,비룡소,2018,62,9788949101910,74800,813.7,23,여자,영유아(0~5세),광주
25,미술 수업 ,토미 드 파올라 지음 ;엄혜숙 옮김,문학동네,2007,,9788954604147,77840,843,23,여자,영유아(0~5세),광주
25,미안하다고 안 할래! ,사만사 버거 글 ;사과나무 옮김,크레용하우스,2021,,9788955475920,74840,843,23,여자,영유아(0~5세),광주
25,우리는 언제나 다시 만나 ,윤여림 글 ;안녕달 그림,위즈덤하우스 미디어그룹,2017,,9788962478518,77800,813.7,23,여자,영유아(0~5세),광주
25,왜 색깔은 이렇게 아름다울까? ,마르쿠스 피스터 글·그림 ;김상미 옮김,베틀북,2010,,9788984886636,77850,853,23,여자,영유아(0~5세),광주
25,마법에 걸린 병,고경숙 글·그림,재미마주,2005,,9788986565706,77810,813.6,23,여자,영유아(0~5세),광주
25,내가 아빠를 얼마나 사랑하는지 아세요? ,샘 맥브래트니 글 ;김서정 옮김,베틀북,1996,,9788987499253,77840,843,23,여자,영유아(0~5세),광주
25,장화 쓴 공주님,심미아 글·그림,느림보,2003,,9788987504841,77810,813.6,23,여자,영유아(0~5세),광주
25,단추가 좋아! ,레베카 영 글 ;김서정 옮김,봄봄출판사,2012,,9788991742383,77840,843,23,여자,영유아(0~5세),광주
25,찰싹,스티브 브린 글·그림;강유하 옮김,내인생의책,2007,,9788991813151,73840,843,23,여자,영유아(0~5세),광주
25,전학 온 친구 ,에런 블레이비 글·그림 ;김현좌 옮김,세용,2010,,9788993196092,77840,843,23,여자,영유아(0~5세),광주
25,생선이 무서워! ,지음: 쓰카모토 야스시 ;옮김: 고향옥,담푸스,2016,,9788994449746,73830,833.6,23,여자,영유아(0~5세),광주
25,고릴라 코딱지 ,김진완 글 ;정설희 그림,노란돼지,2014,,9788994975344,77810,813.7,23,여자,영유아(0~5세),광주
25,안돼! ,글·그림: 마르타 알테스 ;옮긴이: 이순영,북극곰,2012,,9788996309390,77840,843,23,여자,영유아(0~5세),광주
25,안전 먼저! ,한성민 글·그림,장영출판사,2015,,9788998110642,77590,372.42,23,여자,영유아(0~5세),광주
25,내가 슈퍼맨이라고? ,강성은 글 ;김숙경 그림,장영,2017,,9788998110659,77810,813.7,23,여자,영유아(0~5세),광주
25,악어 엄마 ,글쓴이: 조은수 ;그린이: 안태형,풀빛,2018,,9791161720692,73810,813.7,23,여자,영유아(0~5세),광주
25,할아버지는 바람 속에 있단다 ,지은이: 록산느 마리 갈리에즈 ;옮긴이: 박정연,씨드북,2015,,9791185751177,77870,863,23,여자,영유아(0~5세),광주
25,책 읽어주는 곰 ,앨리슨 도널드 글 ;김지현 옮김,꿈터,2017,,9791195991433,77840,843,23,여자,영유아(0~5세),광주
48,안을 보면 밖을 보면 ,"안느-마르고 램스타인,마티아스 아르귀 지음",웅진씽크빅,2019,,9788901230269,74800,863,22,여자,영유아(0~5세),광주
48,난 토마토 절대 안 먹어,로렌 차일드 글·그림;조은수 옮김,국민서관,2001,13,9788911020003,77840,843,22,여자,영유아(0~5세),광주
48,털실 한 뭉치 ,홍종의 글 ;박보미 그림,국민서관,2012,,9788911030187,77810,813.7,22,여자,영유아(0~5세),광주
48,언제나 사랑해 ,글: 자일스 안드레아 ;옮김: 이동준,예림당,2009,,9788930209915,73840,843,22,여자,영유아(0~5세),광주
48,멍멍 의사 선생님,배빗 콜 지음;박찬순 옮김,보림,2000,,9788943304164,77840,843,22,여자,영유아(0~5세),광주
48,"야, 비 온다",이상교 글;이성표 그림,보림,2002,,9788943304393,77810,813.6,22,여자,영유아(0~5세),광주
48,우산 도둑 ,시빌 웨타신하 지음 ;엄혜숙 옮김,보림출판사,2011,,9788943308735,77890,892.55,22,여자,영유아(0~5세),광주
48,나의 동네 ,이미나 지음,보림출판사,2019,,9788943312190,77810,813.7,22,여자,영유아(0~5세),광주
48,망태 할아버지가 온다,박연철 글·그림,시공사,2007,8,9788952748645,77810,813.6,22,여자,영유아(0~5세),광주
48,일곱 마리 눈먼 생쥐 - 1993년 칼데콧 아너상 수상작,"에드 영 (지은이), 최순희 (옮긴이)",시공주니어,1999,108,9788952783110,,,22,여자,영유아(0~5세),광주
48,내 그림자에 오줌 싸지 마!,장 피에르 케를로크 글;염미희 옮김,문학동네,2007,,9788954602419,77860,863,22,여자,영유아(0~5세),광주
48,나는 지하철입니다 ,글·그림: 김효은,문학동네,2016,,9788954642491,77810,813.7,22,여자,영유아(0~5세),광주
48,여우누이,김성민 글·그림,사계절출판사,2005,,9788958281030,77810,813.5,22,여자,영유아(0~5세),광주
48,모든 사람이 제멋대로 한다면 ,앨런 자버닉 글 ;마술연필 옮김,푸른책들,2015,,9788961705127,77840,193,22,여자,영유아(0~5세),광주
48,"잘 자, 올빼미야! ",그렉 피졸리 글·그림 ;김경연 옮김,토토북,2016,,9788964963074,77840,843,22,여자,영유아(0~5세),광주
48,머리가 좋아지는 약 ,히라타 아키코 글 ;김숙 옮김,북뱅크,2014,,9788966350308,77830,833.6,22,여자,영유아(0~5세),광주
48,실수 왕 도시오 ,이와이 도시오 글·그림 ;김숙 옮김,북뱅크,2017,,9788966350643,77830,833.6,22,여자,영유아(0~5세),광주
48,큰 눈 내린 숲 속에는 ,"베타 하더,정경임 옮김",지양사,2011,,9788983090317,73840,843,22,여자,영유아(0~5세),광주
48,도깨비방망이 ,홍영우 글·그림,보리,2014,,9788984288577,77810,813.5,22,여자,영유아(0~5세),광주
48,메리와 생쥐 ,비버리 도노프리오 글 ;김정희 옮김,베틀북,2008,,9788984885967,77840,843,22,여자,영유아(0~5세),광주
48,호박에는 씨가 몇 개나 들어 있을까? ,마거릿 맥나마라 글 ;이혜선 옮김,봄나무,2010,,9788992026581,77410,843,22,여자,영유아(0~5세),광주
