순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9788936446819,77810,813.7,32,여자,영유아(0~5세),울산
2,오싹오싹 팬티! ,글: 에런 레이놀즈 ;옮김: 홍연미,토토북,2018,,9788964963678,77840,843,30,여자,영유아(0~5세),울산
3,고구마유 ,지은이: 사이다,반달,2021,,9788956181196,77810,813.7,24,여자,영유아(0~5세),울산
4,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,3,9788937889714,74830,833.6,23,여자,영유아(0~5세),울산
5,엄마 자판기 ,글·그림: 조경희,노란돼지,2019,,9791159950681,77810,813.7,22,여자,영유아(0~5세),울산
6,당근 유치원 ,지은이: 안녕달,창비,2020,,9788936455484,77810,813.7,21,여자,영유아(0~5세),울산
7,꽁꽁꽁 ,윤정주 글·그림,책읽는곰,2016,35,9791158360276,77810,813.7,20,여자,영유아(0~5세),울산
8,눈아이 :안녕달 그림책 ,지은이: 안녕달,창비,2021,,9788936455736,77810,813.7,19,여자,영유아(0~5세),울산
8,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9788966350278,74830,833.6,19,여자,영유아(0~5세),울산
8,"아빠 자판기 :아빠, 사랑, 딸, 놀이 ",글·그림: 조경희,노란돼지,2021,,9791159952050,77810,813.7,19,여자,영유아(0~5세),울산
11,빵도둑 ,시바타 케이코 글·그림 ;황진희 옮김,길벗어린이,2021,,9788955825961,77830,833.6,18,여자,영유아(0~5세),울산
11,슈퍼 토끼 :유설화 그림책 ,유설화 글·그림,책읽는곰,2020,,9791158361839,77810,813.7,18,여자,영유아(0~5세),울산
11,꽁꽁꽁 피자 ,윤정주 글·그림,책읽는곰,2020,69,9791158361907,77810,813.7,18,여자,영유아(0~5세),울산
14,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,2,9788937853470,74830,833.6,17,여자,영유아(0~5세),울산
14,슈퍼 거북 ,유설화 글·그림,책읽는곰,2014,15,9788993242980,77810,813.7,17,여자,영유아(0~5세),울산
14,슈퍼 토끼 :유설화 그림책 ,유설화 글·그림,책읽는곰,2020,68,9791158361839,77810,813.7,17,여자,영유아(0~5세),울산
17,왜냐면… ,안녕달 글·그림,책읽는곰,2017,,9791158360382,77810,813.7,16,여자,영유아(0~5세),울산
17,꽁꽁꽁 피자 ,윤정주 글·그림,책읽는곰,2020,,9791158361907,77810,813.7,16,여자,영유아(0~5세),울산
17,꽁꽁꽁 좀비 ,윤정주 글·그림,책읽는곰,2021,,9791158362478,77810,813.7,16,여자,영유아(0~5세),울산
17,이파라파냐무냐무 :이지은 그림책 ,글·그림: 이지은,사계절(사계절출판사),2020,,9791160946673,77810,813.7,16,여자,영유아(0~5세),울산
21,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,1,9788937838750,74830,833.6,15,여자,영유아(0~5세),울산
