순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,2,9791162337301,74830,833.6,48,남자,유아(6~7세),세종
2,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,1,9788937838750,74830,833.6,47,남자,유아(6~7세),세종
2,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,1,9791162336069,74830,833.6,47,남자,유아(6~7세),세종
2,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,8,9791164134335,74830,833.6,47,남자,유아(6~7세),세종
5,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,3,9791164137435,77490,472,45,남자,유아(6~7세),세종
6,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,2,9788950983697,74810,813.7,44,남자,유아(6~7세),세종
6,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,1,9791190786508,74810,813.7,44,남자,유아(6~7세),세종
8,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,3,9788937889714,74830,833.6,43,남자,유아(6~7세),세종
9,꽁꽁꽁 좀비 ,윤정주 글·그림,책읽는곰,2021,78,9791158362478,77810,813.7,42,남자,유아(6~7세),세종
9,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,9,9791164135646,74830,833.6,42,남자,유아(6~7세),세종
11,추리 천재 엉덩이 탐정 5 - 유적에서 날아온 SOS 사건,트롤,아이세움,2017,5,9791162332542,74830,833.8,41,남자,유아(6~7세),세종
11,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,1,9791164131686,77810,810,41,남자,유아(6~7세),세종
11,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,10,9791164137053,74830,833.6,41,남자,유아(6~7세),세종
14,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,3,9791162338964,74830,833.6,40,남자,유아(6~7세),세종
14,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,5,9791164130757,74830,833.6,40,남자,유아(6~7세),세종
16,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,4,9788950983710,74810,813.7,39,남자,유아(6~7세),세종
16,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,5,9788950983727,74810,813.7,39,남자,유아(6~7세),세종
18,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,4,9788937848247,74830,833.6,38,남자,유아(6~7세),세종
18,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,4,9791164130252,74830,833.6,38,남자,유아(6~7세),세종
20,꽁꽁꽁 피자 ,윤정주 글·그림,책읽는곰,2020,69,9791158361907,77810,813.7,37,남자,유아(6~7세),세종
20,추리 천재 엉덩이 탐정과 카레 사건 ,트롤 글·그림 ;김정화 옮김,미래엔,2019,1,9791164130764,74830,833.6,37,남자,유아(6~7세),세종
20,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,7,9791164132560,74830,833.6,37,남자,유아(6~7세),세종
20,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,1,9791164135738,77490,472,37,남자,유아(6~7세),세종
20,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,10,9791164136117,74830,833.6,37,남자,유아(6~7세),세종
20,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,6,9791168411029,77490,472,37,남자,유아(6~7세),세종
20,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,2,9791191119114,74810,813.7,37,남자,유아(6~7세),세종
27,에그박사의 닮은꼴 사파리 :전격비교관찰 생물도감 ,에그박사 지음 ;유남영 그림,다락원,2020,,9788927747581,73490,491,36,남자,유아(6~7세),세종
27,흔한남매 과학 탐험대 4 : 물질,"흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 최진수 (감수), 정현철, 김희목, 권경아, 최진수 (기획)",주니어김영사,2022,4,9788934930549,,,36,남자,유아(6~7세),세종
27,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,1,9788950983680,74810,813.7,36,남자,유아(6~7세),세종
27,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,48,9788950987749,77720,711.4,36,남자,유아(6~7세),세종
27,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9791162339466,74830,833.6,36,남자,유아(6~7세),세종
27,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,2,9791164136438,77490,472,36,남자,유아(6~7세),세종
33,흔한남매 과학 탐험대 3 : 인체,"흔한남매 (원작), 이재국, 이현진, 서지은 (글), 김덕영 (그림), 정현철, 김희목, 권경아, 최진수, 박준건 (기획)",주니어김영사,2021,3,9788934983439,,,35,남자,유아(6~7세),세종
33,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,3,9788950983703,74810,813.7,35,남자,유아(6~7세),세종
33,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,8,9788950993566,74810,813.7,35,남자,유아(6~7세),세종
33,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,4,9791164134847,77810,810,35,남자,유아(6~7세),세종
33,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,2021,1,9791164137800,77490,472,35,남자,유아(6~7세),세종
