순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,아몬드손원평 장편소설,손원평,창비,2017,,9788936434267,3810,813.7,54,여자,청소년(14~19세),대전
2,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2020,,9791165341909,3810,813.7,46,여자,청소년(14~19세),대전
3,죽이고 싶은 아이 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,2021,,9791190337755,43810,813.7,44,여자,청소년(14~19세),대전
4,구의 증명 :최진영 소설 ,지은이: 최진영,은행나무,2015,,9788956608556,3810,813.7,43,여자,청소년(14~19세),대전
5,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756194,3830,833.6,42,여자,청소년(14~19세),대전
5,"오늘 밤, 세계에서 이 사랑이 사라진다 해도 ",이치조 미사키 지음 ;권영주 옮김,바이포엠,2021,,9791191043297,3830,833.6,42,여자,청소년(14~19세),대전
7,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,,9791190090018,3810,813.7,41,여자,청소년(14~19세),대전
8,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,,9788956609959,3810,813.7,38,여자,청소년(14~19세),대전
9,침묵의 봄 ,지은이: 레이첼 카슨 ;옮긴이: 김은령,에코리브르,2011,,9788962630619,3300,539.9,36,여자,청소년(14~19세),대전
10,루팡의 딸 =Daughter of Lupin ,저자: 요코제키 다이 ;옮긴이: 최재호,Book Plaza(북플라자),2019,,9788998274412,3830,833.6,35,여자,청소년(14~19세),대전
10,지구 끝의 온실 :김초엽 장편소설 ,지은이: 김초엽,Giant Books(자이언트북스),2021,,9791191824001,3810,813.7,35,여자,청소년(14~19세),대전
12,용의자 X의 헌신 ,히가시노 게이고 지음 ;양억관 옮김,재인,2017,,9788990982704,3830,833.6,33,여자,청소년(14~19세),대전
12,왜 세계의 절반은 굶주리는가? :유엔 식량특별조사관이 아들에게 들려주는 기아의 진실 ,장 지글러 지음 ;유영미 옮김,갈라파고스,2016,,9791187038030,3300,335.7,33,여자,청소년(14~19세),대전
14,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9788936434120,3810,813.62,31,여자,청소년(14~19세),대전
14,체리새우 :황영미 장편소설 ,지은이: 황영미,문학동네,2019,,9788954654753,3810,813.7,31,여자,청소년(14~19세),대전
14,난장이가 쏘아올린 작은 공:조세희 소설집,조세희,이성과 힘,2000,,9788995151204,3810,813.6,31,여자,청소년(14~19세),대전
17,미적분으로 바라본 하루 :일상 속 어디에나 있는 수학 찾기 ,오스카 E. 페르난데스 지음 ;김수환 옮김,프리렉,2015,,9788965400912,93400,414.1,29,여자,청소년(14~19세),대전
17,이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ,박성혁 지음,다산북스,2015,,9791130604626,13370,373,29,여자,청소년(14~19세),대전
17,미적분의 쓸모 :미래를 예측하는 새로운 언어 ,한화택 지음,길벗,2021,,9791165215491,3410,414,29,여자,청소년(14~19세),대전
20,선량한 차별주의자 ,김지혜 지음,창비,2019,,9788936477196,3300,334,28,여자,청소년(14~19세),대전
20,너의 췌장을 먹고 싶어 ,스미노 요루 지음 ;양윤옥 옮김,소미미디어,2017,,9791157108718,3830,833.6,28,여자,청소년(14~19세),대전
22,수학의 쓸모 :불확실한 미래에서 보통 사람들도 답을 얻는 방법 ,"닉 폴슨,노태복 옮김",길벗,2020,,9791165210991,3410,410.4,27,여자,청소년(14~19세),대전
23,쇼코의 미소 :최은영 소설 ,지은이: 최은영,문학동네,2016,,9788954641630,3810,813.7,26,여자,청소년(14~19세),대전
23,독고솜에게 반하면 - 제10회 문학동네청소년문학상 대상 수상작,허진희 (지은이),문학동네,2020,,9788954670302,,813.7,26,여자,청소년(14~19세),대전
23,귤의 맛 :조남주 장편소설 ,지은이: 조남주,문학동네,2020,,9788954671989,3810,813.7,26,여자,청소년(14~19세),대전
23,죽은 시인의 사회,톰 슐만 지음;한은주 옮김,서교출판사,2003,,9788988027400,3840,843,26,여자,청소년(14~19세),대전
23,방금 떠나온 세계 :김초엽 소설집 ,지은이: 김초엽,한겨레엔,2021,,9791160406504,3810,813.7,26,여자,청소년(14~19세),대전
23,"칵테일, 러브, 좀비 ",지은이: 조예은,안전가옥,2020,,9791190174756,3810,813.7,26,여자,청소년(14~19세),대전
23,죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ,지은이: 백세희,흔,2018,,9791196394509,3810,818,26,여자,청소년(14~19세),대전
30,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",지은이: 유발 하라리 ;옮긴이: 조현욱,김영사,2015,,9788934972464,3900,909,25,여자,청소년(14~19세),대전
30,유원 :백온유 장편소설 ,지은이: 백온유,창비,2020,,9788936434427,3810,813.7,25,여자,청소년(14~19세),대전
30,세계를 건너 너에게 갈게 :이꽃님 장편소설 ,글쓴이: 이꽃님,문학동네,2018,,9788954650212,3810,813.7,25,여자,청소년(14~19세),대전
30,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982575,3830,833.6,25,여자,청소년(14~19세),대전
30,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),2017,,9788998274931,3840,843.6,25,여자,청소년(14~19세),대전
30,너의 이름은. =Your name. ,지은이: 신카이 마코토 ;옮긴이: 박미정,대원씨아이,2017,,9791133440054,3830,833.6,25,여자,청소년(14~19세),대전
36,두 번째 지구는 없다 ,글·그림: 타일러 라쉬,RHK(알에이치코리아),2020,,9788925556253,3300,539.92,24,여자,청소년(14~19세),대전
36,고래별 :경성의 인어공주 ,나윤희 지음,RHK(알에이치코리아),2020,2,9788925589503,7810,810,24,여자,청소년(14~19세),대전
36,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,2016,,9788936434243,3810,813.7,24,여자,청소년(14~19세),대전
36,세계사를 바꾼 10가지 약 ,사토 겐타로 지음 ;서수지 옮김,사람과나무사이,2018,,9791188635108,3900,518,24,여자,청소년(14~19세),대전
36,프리즘 :손원평 장편소설 ,지은이: 손원평,은행나무,2020,,9791191071030,3810,813.7,24,여자,청소년(14~19세),대전
41,채식주의자:한강 연작소설,한강,창비,2007,,9788936433598,3810,813.6,23,여자,청소년(14~19세),대전
41,페인트 :이희영 장편소설 ,지은이: 이희영,창비,2019,,9788936456894,43810,813.7,23,여자,청소년(14~19세),대전
41,뜻밖의 계절 :임하운 장편소설 ,지은이: 임하운,시공사,2019,,9788952738684,3810,813.7,23,여자,청소년(14~19세),대전
41,시간을 파는 상점 :김선영 장편소설 ,지은이: 김선영,자음과모음,2012,,9788954427173,43810,813.7,23,여자,청소년(14~19세),대전
41,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,,9788956604992,3810,813.7,23,여자,청소년(14~19세),대전
41,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),2017,,9788998274795,3830,833.6,23,여자,청소년(14~19세),대전
47,이기적 유전자 ,리처드 도킨스 지음 ;이상임 옮김,을유문화사,2018,,9788932473901,3470,491.51,22,여자,청소년(14~19세),대전
47,위저드 베이커리 =구병모 장편소설 /Wizard bakery ,지은이: 구병모,창비,2009,,9788936433697,3810,813.7,22,여자,청소년(14~19세),대전
47,대도시의 사랑법 :박상영 연작소설 ,지은이: 박상영,창비,2019,,9788936437978,3810,813.7,22,여자,청소년(14~19세),대전
47,앨리스 죽이기 ,고바야시 야스미 지음 ;김은모 옮김,시공사,2015,,9788952775184,3830,833.6,22,여자,청소년(14~19세),대전
47,떨림과 울림 :물리학자 김상욱이 바라본 우주와 세계 그리고 우리 ,김상욱 지음,동아시아,2018,,9788962622508,3400,420.04,22,여자,청소년(14~19세),대전
47,너는 달밤에 빛나고 ,사노 테츠야 지음 ;박정원 옮김,디앤씨미디어,2018,,9791127844745,3830,833.6,22,여자,청소년(14~19세),대전
47,목소리를 드릴게요 :정세랑 소설집 ,지은이: 정세랑,아작,2020,,9791165300005,3810,813.7,22,여자,청소년(14~19세),대전
47,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2021,2,9791165343729,3810,813.7,22,여자,청소년(14~19세),대전
47,언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ,지은이: 이기주,말글터,2016,,9791195522125,3810,818,22,여자,청소년(14~19세),대전
56,그녀는 다 계획이 있다 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,대원씨아이,2021,,9791136264473,3830,833.6,21,여자,청소년(14~19세),대전
56,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,,9791162203392,3810,813.7,21,여자,청소년(14~19세),대전
56,완전한 행복 :정유정 장편소설 ,지은이: 정유정,은행나무,2021,,9791167370280,3810,813.7,21,여자,청소년(14~19세),대전
56,법정에 선 수학 :수학이 판결을 뒤바꾼 세기의 재판 10 ,"지은이: 레일라 슈넵스,옮긴이: 김일선",글담출판사,2020,,9791187147589,3410,410,21,여자,청소년(14~19세),대전
